course1,course2,risk,rr
cefixime14,cotrimoxazole11,4.24 (2.01-8.39),4.62 (2.13-9.77)
cefixime14,cefixime6,4.24 (2.01-8.39),2.17 (1.66-2.79)
cefixime14,cloxacillin9,4.24 (2.01-8.39),3.61 (1.71-8.80)
cefixime14,clindamycin7,4.24 (2.01-8.39),1.85 (0.84-3.79)
cefixime14,trimethoprim12,4.24 (2.01-8.39),5.64 (1.77-17.58)
cefixime14,tetracycline10,4.24 (2.01-8.39),8.10 (3.91-21.60)
cefixime14,norfloxacin8,4.24 (2.01-8.39),6.85 (3.20-16.92)
cefixime14,cephalexin13,4.24 (2.01-8.39),3.09 (1.50-6.39)
cefixime14,nitrofurantoin6,4.24 (2.01-8.39),7.50 (3.54-16.67)
cefixime14,levofloxacin14,4.24 (2.01-8.39),3.65 (1.66-8.63)
cefixime14,cotrimoxazole12,4.24 (2.01-8.39),4.55 (2.10-9.63)
cefixime14,cefixime7,4.24 (2.01-8.39),1.76 (1.44-2.11)
cefixime14,cloxacillin10,4.24 (2.01-8.39),3.47 (1.63-8.60)
cefixime14,clindamycin8,4.24 (2.01-8.39),1.72 (0.78-3.54)
cefixime14,trimethoprim13,4.24 (2.01-8.39),5.63 (1.75-17.61)
cefixime14,tetracycline11,4.24 (2.01-8.39),8.13 (3.92-21.98)
cefixime14,norfloxacin9,4.24 (2.01-8.39),6.80 (3.15-17.08)
cefixime14,cephalexin14,4.24 (2.01-8.39),2.97 (1.44-6.14)
cefixime14,nitrofurantoin7,4.24 (2.01-8.39),7.48 (3.51-17.10)
cefixime14,moxifloxacin5,4.24 (2.01-8.39),2.77 (1.36-5.66)
cefixime14,cotrimoxazole13,4.24 (2.01-8.39),4.49 (2.08-9.55)
cefixime14,cefixime8,4.24 (2.01-8.39),1.59 (1.34-1.85)
cefixime14,cloxacillin11,4.24 (2.01-8.39),3.34 (1.58-8.42)
cefixime14,clindamycin9,4.24 (2.01-8.39),1.61 (0.73-3.36)
cefixime14,trimethoprim14,4.24 (2.01-8.39),5.62 (1.73-17.65)
cefprozil5,none,0.97 (0.62-1.46),1.72 (1.10-2.60)
cefprozil5,clarithromycin9,0.97 (0.62-1.46),1.23 (0.67-2.69)
cefprozil5,ciprofloxacin7,0.97 (0.62-1.46),0.91 (0.56-1.45)
cefprozil5,nitrofurantoin10,0.97 (0.62-1.46),1.70 (1.06-2.96)
cefprozil5,cephalexin5,0.97 (0.62-1.46),1.04 (0.66-1.64)
cefprozil5,cefprozil13,0.97 (0.62-1.46),0.74 (0.61-0.92)
cefprozil5,cefixime11,0.97 (0.62-1.46),0.28 (0.12-0.62)
cefprozil5,cloxacillin14,0.97 (0.62-1.46),0.69 (0.36-1.46)
cefprozil5,azithromycin9,0.97 (0.62-1.46),0.74 (0.41-1.26)
cefprozil5,amoxiclav7,0.97 (0.62-1.46),0.71 (0.42-1.12)
cefprozil5,amoxicillin5,0.97 (0.62-1.46),1.20 (0.73-2.00)
cefprozil5,clarithromycin10,0.97 (0.62-1.46),1.19 (0.64-2.69)
cefprozil5,ciprofloxacin8,0.97 (0.62-1.46),0.87 (0.54-1.39)
cefprozil5,nitrofurantoin11,0.97 (0.62-1.46),1.69 (1.06-2.95)
cefprozil5,cephalexin6,0.97 (0.62-1.46),1.03 (0.64-1.61)
cefprozil5,cefprozil14,0.97 (0.62-1.46),0.72 (0.58-0.91)
cefprozil5,cefixime12,0.97 (0.62-1.46),0.26 (0.11-0.59)
cefprozil5,cotrimoxazole5,0.97 (0.62-1.46),1.21 (0.78-1.92)
cefprozil5,azithromycin10,0.97 (0.62-1.46),0.71 (0.39-1.22)
cefprozil5,amoxiclav8,0.97 (0.62-1.46),0.67 (0.39-1.07)
cefprozil5,amoxicillin6,0.97 (0.62-1.46),1.19 (0.72-1.99)
cefprozil5,clarithromycin11,0.97 (0.62-1.46),1.16 (0.60-2.67)
cefprozil5,ciprofloxacin9,0.97 (0.62-1.46),0.84 (0.52-1.34)
cefprozil5,nitrofurantoin12,0.97 (0.62-1.46),1.69 (1.05-2.96)
cefprozil5,cephalexin7,0.97 (0.62-1.46),0.93 (0.58-1.46)
cefprozil5,cefuroxime5,0.97 (0.62-1.46),0.85 (0.51-1.45)
cefprozil5,cefixime13,0.97 (0.62-1.46),0.25 (0.10-0.56)
cefprozil5,cotrimoxazole6,0.97 (0.62-1.46),1.21 (0.78-1.92)
cefprozil5,azithromycin11,0.97 (0.62-1.46),0.69 (0.37-1.18)
cefprozil5,amoxiclav9,0.97 (0.62-1.46),0.64 (0.37-1.02)
cefprozil5,amoxicillin7,0.97 (0.62-1.46),1.12 (0.67-1.92)
cefprozil5,clarithromycin12,0.97 (0.62-1.46),1.13 (0.58-2.67)
cefprozil5,ciprofloxacin10,0.97 (0.62-1.46),0.81 (0.50-1.30)
cefprozil5,nitrofurantoin13,0.97 (0.62-1.46),1.68 (1.04-2.97)
cefprozil5,cephalexin8,0.97 (0.62-1.46),0.88 (0.55-1.40)
cefprozil5,cefuroxime6,0.97 (0.62-1.46),0.82 (0.49-1.41)
cefprozil5,cefixime14,0.97 (0.62-1.46),0.23 (0.10-0.53)
cefprozil5,cotrimoxazole7,0.97 (0.62-1.46),1.15 (0.74-1.82)
cefprozil5,azithromycin12,0.97 (0.62-1.46),0.67 (0.36-1.15)
cefprozil5,amoxiclav10,0.97 (0.62-1.46),0.61 (0.35-0.98)
cefprozil5,amoxicillin8,0.97 (0.62-1.46),1.09 (0.65-1.88)
cefprozil5,clarithromycin13,0.97 (0.62-1.46),1.10 (0.56-2.66)
cefprozil5,ciprofloxacin11,0.97 (0.62-1.46),0.78 (0.48-1.25)
cefprozil5,nitrofurantoin14,0.97 (0.62-1.46),1.67 (1.04-2.97)
cefprozil5,cephalexin9,0.97 (0.62-1.46),0.84 (0.52-1.34)
cefprozil5,cefuroxime7,0.97 (0.62-1.46),0.70 (0.40-1.24)
cefprozil5,cefprozil5,0.97 (0.62-1.46),1.00 (1.00-1.00)
cefprozil5,cotrimoxazole8,0.97 (0.62-1.46),1.12 (0.72-1.79)
cefprozil5,azithromycin13,0.97 (0.62-1.46),0.65 (0.35-1.13)
cefprozil5,amoxiclav11,0.97 (0.62-1.46),0.58 (0.33-0.94)
cefprozil5,amoxicillin9,0.97 (0.62-1.46),1.06 (0.63-1.85)
cefprozil5,clarithromycin14,0.97 (0.62-1.46),1.07 (0.52-2.64)
cefprozil5,ciprofloxacin12,0.97 (0.62-1.46),0.75 (0.46-1.21)
cefprozil5,norfloxacin5,0.97 (0.62-1.46),1.60 (0.99-2.94)
cefprozil5,cephalexin10,0.97 (0.62-1.46),0.80 (0.49-1.27)
cefprozil5,cefuroxime8,0.97 (0.62-1.46),0.64 (0.37-1.15)
cefprozil5,cefprozil6,0.97 (0.62-1.46),0.99 (0.98-1.00)
cefprozil5,cotrimoxazole9,0.97 (0.62-1.46),1.10 (0.70-1.77)
cefprozil5,azithromycin14,0.97 (0.62-1.46),0.63 (0.34-1.11)
cefprozil5,amoxiclav12,0.97 (0.62-1.46),0.56 (0.32-0.91)
cefprozil5,amoxicillin10,0.97 (0.62-1.46),1.03 (0.61-1.82)
cefprozil5,clindamycin5,0.97 (0.62-1.46),0.51 (0.28-0.86)
cefprozil5,ciprofloxacin13,0.97 (0.62-1.46),0.73 (0.45-1.18)
cefprozil5,norfloxacin6,0.97 (0.62-1.46),1.60 (1.00-2.91)
cefprozil5,cephalexin11,0.97 (0.62-1.46),0.77 (0.47-1.21)
cefprozil5,cefuroxime9,0.97 (0.62-1.46),0.59 (0.33-1.08)
cefprozil5,cefprozil7,0.97 (0.62-1.46),0.91 (0.85-0.98)
cefprozil5,cotrimoxazole10,0.97 (0.62-1.46),1.08 (0.68-1.73)
cefprozil5,cefixime5,0.97 (0.62-1.46),0.51 (0.25-0.94)
cefprozil5,amoxiclav13,0.97 (0.62-1.46),0.54 (0.31-0.88)
cefprozil5,amoxicillin11,0.97 (0.62-1.46),1.01 (0.59-1.78)
cefprozil5,clindamycin6,0.97 (0.62-1.46),0.51 (0.28-0.85)
cefprozil5,ciprofloxacin14,0.97 (0.62-1.46),0.71 (0.44-1.16)
cefprozil5,norfloxacin7,0.97 (0.62-1.46),1.58 (0.96-2.96)
cefprozil5,cephalexin12,0.97 (0.62-1.46),0.74 (0.45-1.16)
cefprozil5,cefuroxime10,0.97 (0.62-1.46),0.55 (0.30-1.00)
cefprozil5,cefprozil8,0.97 (0.62-1.46),0.87 (0.79-0.97)
cefprozil5,cotrimoxazole11,0.97 (0.62-1.46),1.06 (0.67-1.70)
cefprozil5,cefixime6,0.97 (0.62-1.46),0.50 (0.24-0.93)
cefprozil5,amoxiclav14,0.97 (0.62-1.46),0.52 (0.29-0.86)
cefprozil5,amoxicillin12,0.97 (0.62-1.46),0.99 (0.58-1.75)
cefprozil5,clindamycin7,0.97 (0.62-1.46),0.43 (0.22-0.74)
cefprozil5,clarithromycin5,0.97 (0.62-1.46),1.39 (0.84-2.77)
cefprozil5,norfloxacin8,0.97 (0.62-1.46),1.57 (0.95-2.99)
cefprozil5,cephalexin13,0.97 (0.62-1.46),0.71 (0.43-1.11)
cefprozil5,cefuroxime11,0.97 (0.62-1.46),0.51 (0.28-0.95)
cefprozil5,cefprozil9,0.97 (0.62-1.46),0.84 (0.75-0.95)
cefprozil5,cotrimoxazole12,0.97 (0.62-1.46),1.04 (0.65-1.67)
cefprozil5,cefixime7,0.97 (0.62-1.46),0.40 (0.19-0.79)
cefprozil5,azithromycin5,0.97 (0.62-1.46),0.89 (0.51-1.46)
cefprozil5,amoxicillin13,0.97 (0.62-1.46),0.96 (0.56-1.72)
cefprozil5,clindamycin8,0.97 (0.62-1.46),0.39 (0.21-0.69)
cefprozil5,clarithromycin6,0.97 (0.62-1.46),1.37 (0.82-2.74)
cefprozil5,norfloxacin9,0.97 (0.62-1.46),1.56 (0.94-3.05)
cefprozil5,cephalexin14,0.97 (0.62-1.46),0.68 (0.42-1.06)
cefprozil5,cefuroxime12,0.97 (0.62-1.46),0.48 (0.25-0.89)
cefprozil5,cefprozil10,0.97 (0.62-1.46),0.81 (0.71-0.94)
cefprozil5,cotrimoxazole13,0.97 (0.62-1.46),1.03 (0.64-1.65)
cefprozil5,cefixime8,0.97 (0.62-1.46),0.37 (0.17-0.74)
cefprozil5,azithromycin6,0.97 (0.62-1.46),0.89 (0.51-1.45)
cefprozil5,amoxicillin14,0.97 (0.62-1.46),0.94 (0.55-1.69)
cefprozil5,clindamycin9,0.97 (0.62-1.46),0.37 (0.19-0.66)
cefprozil5,clarithromycin7,0.97 (0.62-1.46),1.30 (0.74-2.79)
cefprozil5,norfloxacin10,0.97 (0.62-1.46),1.55 (0.92-3.09)
cefprozil5,ciprofloxacin5,0.97 (0.62-1.46),1.00 (0.63-1.58)
cefprozil5,cefuroxime13,0.97 (0.62-1.46),0.45 (0.24-0.84)
cefprozil5,cefprozil11,0.97 (0.62-1.46),0.79 (0.67-0.93)
cefprozil5,cotrimoxazole14,0.97 (0.62-1.46),1.02 (0.63-1.63)
cefprozil5,cefixime9,0.97 (0.62-1.46),0.33 (0.15-0.69)
cefprozil5,azithromycin7,0.97 (0.62-1.46),0.80 (0.45-1.35)
cefprozil5,amoxiclav5,0.97 (0.62-1.46),0.81 (0.48-1.26)
cefprozil5,clindamycin10,0.97 (0.62-1.46),0.35 (0.18-0.62)
cefprozil5,clarithromycin8,0.97 (0.62-1.46),1.27 (0.70-2.72)
cefprozil5,norfloxacin11,0.97 (0.62-1.46),1.54 (0.92-3.12)
cefprozil5,ciprofloxacin6,0.97 (0.62-1.46),0.99 (0.62-1.57)
cefprozil5,cefuroxime14,0.97 (0.62-1.46),0.42 (0.22-0.80)
cefprozil5,cefprozil12,0.97 (0.62-1.46),0.76 (0.64-0.93)
cefprozil5,levofloxacin5,0.97 (0.62-1.46),1.23 (0.77-2.07)
cefprozil5,cefixime10,0.97 (0.62-1.46),0.31 (0.14-0.65)
cefprozil5,azithromycin8,0.97 (0.62-1.46),0.77 (0.43-1.30)
cefprozil5,amoxiclav6,0.97 (0.62-1.46),0.80 (0.48-1.25)
cefprozil5,clindamycin11,0.97 (0.62-1.46),0.33 (0.17-0.59)
cefprozil5,tetracycline14,0.97 (0.62-1.46),1.88 (1.30-3.64)
cefprozil5,norfloxacin12,0.97 (0.62-1.46),1.53 (0.91-3.13)
cefprozil5,levofloxacin7,0.97 (0.62-1.46),1.11 (0.69-1.92)
cefprozil5,clindamycin14,0.97 (0.62-1.46),0.29 (0.14-0.54)
cefprozil5,moxifloxacin8,0.97 (0.62-1.46),0.46 (0.29-0.74)
cefprozil5,levofloxacin6,0.97 (0.62-1.46),1.20 (0.75-2.03)
cefprozil5,clindamycin13,0.97 (0.62-1.46),0.30 (0.15-0.56)
cefprozil5,trimethoprim6,0.97 (0.62-1.46),1.37 (0.60-2.73)
cefprozil5,norfloxacin14,0.97 (0.62-1.46),1.52 (0.90-3.16)
cefprozil5,clindamycin12,0.97 (0.62-1.46),0.31 (0.16-0.57)
cefprozil5,trimethoprim5,0.97 (0.62-1.46),1.37 (0.59-2.73)
cefprozil5,norfloxacin13,0.97 (0.62-1.46),1.53 (0.90-3.14)
cefprozil5,levofloxacin8,0.97 (0.62-1.46),1.06 (0.65-1.84)
cefprozil5,cloxacillin5,0.97 (0.62-1.46),1.00 (0.59-1.79)
cefprozil5,moxifloxacin9,0.97 (0.62-1.46),0.42 (0.26-0.68)
cefprozil5,tetracycline6,0.97 (0.62-1.46),1.82 (1.26-3.29)
cefprozil5,levofloxacin11,0.97 (0.62-1.46),0.94 (0.55-1.66)
cefprozil5,trimethoprim7,0.97 (0.62-1.46),1.33 (0.52-2.82)
cefprozil5,tetracycline5,0.97 (0.62-1.46),1.82 (1.26-3.30)
cefprozil5,levofloxacin10,0.97 (0.62-1.46),0.98 (0.59-1.71)
cefprozil5,cloxacillin7,0.97 (0.62-1.46),0.90 (0.52-1.69)
cefprozil5,moxifloxacin11,0.97 (0.62-1.46),0.35 (0.22-0.57)
cefprozil5,levofloxacin9,0.97 (0.62-1.46),1.02 (0.62-1.77)
cefprozil5,cloxacillin6,0.97 (0.62-1.46),0.99 (0.59-1.77)
cefprozil5,moxifloxacin10,0.97 (0.62-1.46),0.38 (0.24-0.62)
cefprozil5,tetracycline7,0.97 (0.62-1.46),1.84 (1.27-3.37)
cefprozil5,levofloxacin12,0.97 (0.62-1.46),0.90 (0.51-1.61)
cefprozil5,trimethoprim8,0.97 (0.62-1.46),1.32 (0.49-2.85)
cefprozil5,moxifloxacin13,0.97 (0.62-1.46),0.31 (0.19-0.50)
cefprozil5,tetracycline10,0.97 (0.62-1.46),1.86 (1.28-3.49)
cefprozil5,cloxacillin8,0.97 (0.62-1.46),0.86 (0.49-1.63)
cefprozil5,moxifloxacin12,0.97 (0.62-1.46),0.33 (0.20-0.53)
cefprozil5,tetracycline9,0.97 (0.62-1.46),1.85 (1.28-3.45)
cefprozil5,levofloxacin14,0.97 (0.62-1.46),0.84 (0.47-1.52)
cefprozil5,trimethoprim10,0.97 (0.62-1.46),1.30 (0.46-2.90)
cefprozil5,tetracycline8,0.97 (0.62-1.46),1.84 (1.28-3.40)
cefprozil5,levofloxacin13,0.97 (0.62-1.46),0.87 (0.49-1.56)
cefprozil5,trimethoprim9,0.97 (0.62-1.46),1.31 (0.47-2.87)
cefprozil5,moxifloxacin14,0.97 (0.62-1.46),0.29 (0.18-0.47)
cefprozil5,tetracycline11,0.97 (0.62-1.46),1.87 (1.27-3.53)
cefprozil5,cloxacillin9,0.97 (0.62-1.46),0.83 (0.46-1.60)
cefprozil5,trimethoprim12,0.97 (0.62-1.46),1.29 (0.44-2.93)
cefprozil5,nitrofurantoin7,0.97 (0.62-1.46),1.72 (1.09-2.97)
cefprozil5,moxifloxacin5,0.97 (0.62-1.46),0.63 (0.40-1.01)
cefprozil5,trimethoprim11,0.97 (0.62-1.46),1.30 (0.45-2.92)
cefprozil5,nitrofurantoin6,0.97 (0.62-1.46),1.72 (1.09-2.92)
cefprozil5,tetracycline13,0.97 (0.62-1.46),1.88 (1.29-3.60)
cefprozil5,cloxacillin11,0.97 (0.62-1.46),0.77 (0.42-1.55)
cefprozil5,nitrofurantoin5,0.97 (0.62-1.46),1.73 (1.09-2.93)
cefprozil5,tetracycline12,0.97 (0.62-1.46),1.87 (1.28-3.57)
cefprozil5,cloxacillin10,0.97 (0.62-1.46),0.80 (0.44-1.57)
cefprozil5,trimethoprim13,0.97 (0.62-1.46),1.29 (0.43-2.94)
cefprozil5,nitrofurantoin8,0.97 (0.62-1.46),1.71 (1.09-2.97)
cefprozil5,moxifloxacin6,0.97 (0.62-1.46),0.62 (0.39-0.98)
cefprozil5,cloxacillin13,0.97 (0.62-1.46),0.72 (0.38-1.49)
cefprozil5,moxifloxacin7,0.97 (0.62-1.46),0.51 (0.32-0.81)
cefprozil5,cloxacillin12,0.97 (0.62-1.46),0.74 (0.40-1.52)
cefprozil5,nitrofurantoin9,0.97 (0.62-1.46),1.71 (1.07-2.97)
cefprozil5,trimethoprim14,0.97 (0.62-1.46),1.29 (0.43-2.95)
cefprozil6,cotrimoxazole5,0.98 (0.62-1.47),1.22 (0.78-1.92)
cefprozil6,nitrofurantoin10,0.98 (0.62-1.47),1.71 (1.07-2.98)
cefprozil6,azithromycin9,0.98 (0.62-1.47),0.74 (0.41-1.27)
cefprozil6,levofloxacin6,0.98 (0.62-1.47),1.21 (0.76-2.04)
cefprozil6,cloxacillin14,0.98 (0.62-1.47),0.70 (0.37-1.46)
cefprozil6,norfloxacin13,0.98 (0.62-1.47),1.54 (0.91-3.17)
cefprozil6,nitrofurantoin11,0.98 (0.62-1.47),1.70 (1.06-2.98)
cefprozil6,cotrimoxazole6,0.98 (0.62-1.47),1.22 (0.78-1.92)
cefprozil6,norfloxacin12,0.98 (0.62-1.47),1.55 (0.91-3.14)
cefprozil6,levofloxacin7,0.98 (0.62-1.47),1.12 (0.69-1.93)
cefprozil6,nitrofurantoin14,0.98 (0.62-1.47),1.68 (1.04-2.99)
cefprozil6,azithromycin10,0.98 (0.62-1.47),0.72 (0.39-1.23)
cefprozil6,tetracycline5,0.98 (0.62-1.47),1.83 (1.26-3.31)
cefprozil6,nitrofurantoin13,0.98 (0.62-1.47),1.69 (1.05-2.98)
cefprozil6,cotrimoxazole8,0.98 (0.62-1.47),1.13 (0.72-1.80)
cefprozil6,norfloxacin14,0.98 (0.62-1.47),1.53 (0.90-3.20)
cefprozil6,nitrofurantoin12,0.98 (0.62-1.47),1.70 (1.06-2.98)
cefprozil6,cotrimoxazole7,0.98 (0.62-1.47),1.16 (0.74-1.83)
cefprozil6,azithromycin12,0.98 (0.62-1.47),0.67 (0.37-1.16)
cefprozil6,levofloxacin8,0.98 (0.62-1.47),1.07 (0.65-1.85)
cefprozil6,norfloxacin5,0.98 (0.62-1.47),1.61 (1.00-2.97)
cefprozil6,azithromycin11,0.98 (0.62-1.47),0.69 (0.38-1.19)
cefprozil6,tetracycline6,0.98 (0.62-1.47),1.83 (1.27-3.31)
cefprozil6,levofloxacin11,0.98 (0.62-1.47),0.94 (0.55-1.68)
cefprozil6,cotrimoxazole9,0.98 (0.62-1.47),1.11 (0.71-1.77)
cefprozil6,azithromycin14,0.98 (0.62-1.47),0.64 (0.34-1.12)
cefprozil6,levofloxacin10,0.98 (0.62-1.47),0.98 (0.59-1.73)
cefprozil6,norfloxacin7,0.98 (0.62-1.47),1.59 (0.97-2.98)
cefprozil6,azithromycin13,0.98 (0.62-1.47),0.65 (0.36-1.14)
cefprozil6,levofloxacin9,0.98 (0.62-1.47),1.02 (0.62-1.78)
cefprozil6,norfloxacin6,0.98 (0.62-1.47),1.61 (1.01-2.93)
cefprozil6,cotrimoxazole11,0.98 (0.62-1.47),1.07 (0.67-1.71)
cefprozil6,tetracycline7,0.98 (0.62-1.47),1.85 (1.28-3.39)
cefprozil6,levofloxacin12,0.98 (0.62-1.47),0.91 (0.52-1.62)
cefprozil6,cotrimoxazole10,0.98 (0.62-1.47),1.09 (0.69-1.74)
cefprozil6,cefixime5,0.98 (0.62-1.47),0.51 (0.25-0.95)
cefprozil6,tetracycline10,0.98 (0.62-1.47),1.87 (1.29-3.52)
cefprozil6,norfloxacin8,0.98 (0.62-1.47),1.58 (0.96-3.01)
cefprozil6,cotrimoxazole13,0.98 (0.62-1.47),1.04 (0.65-1.67)
cefprozil6,tetracycline9,0.98 (0.62-1.47),1.86 (1.27-3.47)
cefprozil6,levofloxacin14,0.98 (0.62-1.47),0.84 (0.48-1.53)
cefprozil6,cotrimoxazole12,0.98 (0.62-1.47),1.05 (0.66-1.69)
cefprozil6,tetracycline8,0.98 (0.62-1.47),1.86 (1.27-3.42)
cefprozil6,levofloxacin13,0.98 (0.62-1.47),0.87 (0.50-1.57)
cefprozil6,norfloxacin10,0.98 (0.62-1.47),1.56 (0.94-3.11)
cefprozil6,cefixime6,0.98 (0.62-1.47),0.50 (0.25-0.93)
cefprozil6,tetracycline11,0.98 (0.62-1.47),1.88 (1.29-3.56)
cefprozil6,norfloxacin9,0.98 (0.62-1.47),1.57 (0.95-3.07)
cefprozil6,cotrimoxazole14,0.98 (0.62-1.47),1.02 (0.64-1.64)
cefprozil6,cefixime9,0.98 (0.62-1.47),0.34 (0.15-0.70)
cefprozil6,moxifloxacin5,0.98 (0.62-1.47),0.64 (0.40-1.02)
cefprozil6,amoxiclav5,0.98 (0.62-1.47),0.81 (0.48-1.27)
cefprozil6,cefixime8,0.98 (0.62-1.47),0.37 (0.17-0.74)
cefprozil6,tetracycline13,0.98 (0.62-1.47),1.89 (1.29-3.62)
cefprozil6,norfloxacin11,0.98 (0.62-1.47),1.55 (0.92-3.13)
cefprozil6,cefixime7,0.98 (0.62-1.47),0.41 (0.19-0.80)
cefprozil6,tetracycline12,0.98 (0.62-1.47),1.89 (1.29-3.59)
cefprozil6,moxifloxacin7,0.98 (0.62-1.47),0.51 (0.32-0.82)
cefprozil6,levofloxacin5,0.98 (0.62-1.47),1.23 (0.77-2.09)
cefprozil6,cefixime10,0.98 (0.62-1.47),0.31 (0.14-0.66)
cefprozil6,moxifloxacin6,0.98 (0.62-1.47),0.62 (0.39-0.99)
cefprozil6,amoxiclav6,0.98 (0.62-1.47),0.81 (0.48-1.26)
cefprozil6,none,0.98 (0.62-1.47),1.73 (1.10-2.61)
cefprozil6,tetracycline14,0.98 (0.62-1.47),1.90 (1.29-3.65)
cefprozil6,clarithromycin9,0.98 (0.62-1.47),1.24 (0.67-2.72)
cefprozil6,ciprofloxacin7,0.98 (0.62-1.47),0.91 (0.57-1.46)
cefprozil6,cefixime12,0.98 (0.62-1.47),0.26 (0.11-0.59)
cefprozil6,moxifloxacin8,0.98 (0.62-1.47),0.46 (0.29-0.75)
cefprozil6,cefprozil13,0.98 (0.62-1.47),0.75 (0.61-0.92)
cefprozil6,cefixime11,0.98 (0.62-1.47),0.28 (0.12-0.62)
cefprozil6,trimethoprim6,0.98 (0.62-1.47),1.38 (0.61-2.74)
cefprozil6,amoxiclav7,0.98 (0.62-1.47),0.71 (0.42-1.13)
cefprozil6,amoxicillin5,0.98 (0.62-1.47),1.21 (0.73-2.01)
cefprozil6,trimethoprim5,0.98 (0.62-1.47),1.38 (0.60-2.74)
cefprozil6,clarithromycin10,0.98 (0.62-1.47),1.20 (0.64-2.71)
cefprozil6,ciprofloxacin8,0.98 (0.62-1.47),0.87 (0.54-1.40)
cefprozil6,cefixime13,0.98 (0.62-1.47),0.25 (0.10-0.56)
cefprozil6,moxifloxacin9,0.98 (0.62-1.47),0.42 (0.27-0.68)
cefprozil6,cefprozil14,0.98 (0.62-1.47),0.73 (0.59-0.92)
cefprozil6,amoxicillin7,0.98 (0.62-1.47),1.13 (0.68-1.93)
cefprozil6,trimethoprim7,0.98 (0.62-1.47),1.34 (0.52-2.84)
cefprozil6,amoxiclav8,0.98 (0.62-1.47),0.67 (0.39-1.08)
cefprozil6,amoxicillin6,0.98 (0.62-1.47),1.20 (0.73-2.01)
cefprozil6,cefprozil5,0.98 (0.62-1.47),1.01 (1.00-1.02)
cefprozil6,clarithromycin11,0.98 (0.62-1.47),1.17 (0.61-2.67)
cefprozil6,ciprofloxacin9,0.98 (0.62-1.47),0.84 (0.52-1.34)
cefprozil6,cefixime14,0.98 (0.62-1.47),0.23 (0.10-0.53)
cefprozil6,moxifloxacin10,0.98 (0.62-1.47),0.39 (0.24-0.63)
cefprozil6,cefuroxime5,0.98 (0.62-1.47),0.85 (0.51-1.46)
cefprozil6,amoxicillin8,0.98 (0.62-1.47),1.10 (0.66-1.90)
cefprozil6,trimethoprim8,0.98 (0.62-1.47),1.33 (0.49-2.85)
cefprozil6,amoxiclav9,0.98 (0.62-1.47),0.64 (0.37-1.03)
cefprozil6,ciprofloxacin11,0.98 (0.62-1.47),0.78 (0.48-1.26)
cefprozil6,cefprozil6,0.98 (0.62-1.47),1.00 (1.00-1.00)
cefprozil6,clarithromycin12,0.98 (0.62-1.47),1.14 (0.59-2.67)
cefprozil6,ciprofloxacin10,0.98 (0.62-1.47),0.81 (0.50-1.30)
cefprozil6,amoxicillin10,0.98 (0.62-1.47),1.04 (0.62-1.83)
cefprozil6,moxifloxacin11,0.98 (0.62-1.47),0.36 (0.22-0.58)
cefprozil6,cefuroxime6,0.98 (0.62-1.47),0.83 (0.49-1.41)
cefprozil6,amoxicillin9,0.98 (0.62-1.47),1.07 (0.63-1.86)
cefprozil6,trimethoprim9,0.98 (0.62-1.47),1.32 (0.48-2.88)
cefprozil6,amoxiclav10,0.98 (0.62-1.47),0.61 (0.35-0.99)
cefprozil6,ciprofloxacin12,0.98 (0.62-1.47),0.76 (0.47-1.22)
cefprozil6,cefprozil7,0.98 (0.62-1.47),0.91 (0.86-0.98)
cefprozil6,clarithromycin13,0.98 (0.62-1.47),1.11 (0.56-2.67)
cefprozil6,cefuroxime8,0.98 (0.62-1.47),0.65 (0.37-1.16)
cefprozil6,amoxicillin11,0.98 (0.62-1.47),1.01 (0.60-1.81)
cefprozil6,moxifloxacin12,0.98 (0.62-1.47),0.33 (0.21-0.54)
cefprozil6,cefuroxime7,0.98 (0.62-1.47),0.70 (0.41-1.24)
cefprozil6,ciprofloxacin14,0.98 (0.62-1.47),0.72 (0.44-1.16)
cefprozil6,trimethoprim10,0.98 (0.62-1.47),1.31 (0.46-2.91)
cefprozil6,amoxiclav11,0.98 (0.62-1.47),0.58 (0.34-0.95)
cefprozil6,ciprofloxacin13,0.98 (0.62-1.47),0.74 (0.45-1.19)
cefprozil6,cefprozil8,0.98 (0.62-1.47),0.88 (0.80-0.97)
cefprozil6,clarithromycin14,0.98 (0.62-1.47),1.08 (0.53-2.67)
cefprozil6,cefuroxime9,0.98 (0.62-1.47),0.60 (0.33-1.09)
cefprozil6,amoxicillin12,0.98 (0.62-1.47),0.99 (0.58-1.77)
cefprozil6,moxifloxacin13,0.98 (0.62-1.47),0.31 (0.19-0.50)
cefprozil6,amoxiclav13,0.98 (0.62-1.47),0.54 (0.31-0.89)
cefprozil6,clarithromycin5,0.98 (0.62-1.47),1.40 (0.84-2.80)
cefprozil6,trimethoprim11,0.98 (0.62-1.47),1.31 (0.45-2.94)
cefprozil6,amoxiclav12,0.98 (0.62-1.47),0.56 (0.32-0.91)
cefprozil6,cefuroxime11,0.98 (0.62-1.47),0.51 (0.28-0.95)
cefprozil6,cefprozil9,0.98 (0.62-1.47),0.85 (0.75-0.96)
cefprozil6,clindamycin5,0.98 (0.62-1.47),0.52 (0.28-0.87)
cefprozil6,cefuroxime10,0.98 (0.62-1.47),0.55 (0.30-1.01)
cefprozil6,amoxicillin13,0.98 (0.62-1.47),0.97 (0.57-1.73)
